"Mkt Al","Orig","Dest","Op Al","Stop-1 Al","Stop-1 Airport","Stop-2 Al","Stop-2 Airport","Total Pax","Pax Share","% POO Orig","% POO Dest","% POO Other","Fare","Rev","Yield","Year","Month","Class","Year-Month-Day"
"MU","SHE","SYD","9C","MU","PVG",NULL,NULL,"0.9038","0.0003907210168771","95.94119606107544","2.475294312901084","1.5919451206019029","336.51869882717415","304.1456","0.0380879825819256","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","CGQ","SYD","FM","MU","PVG",NULL,NULL,"0.2713","0.0001172854745284","96.34","2.0500000000000003","1.61","373.6918540361224","101.3826","0.0414793412050775","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","TYN","SYD","CZ","CZ","DLC","MU","PVG","0.1304","5.637311418542241e-05","95.93953987730062","2.4766871165644173","1.5922085889570554","337.8849693251534","44.0602","0.0380416715890692","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","TYN","SYD","9C","MU","PVG",NULL,NULL,"0.1301","5.624342143806331e-05","95.93543428132207","2.480576479631053","1.5924212144504228","337.9700230591853","43.9699","0.038051247588333","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","HAK","SYD","CZ","CZ","WUH","MU","PVG","0.1302","5.628665235384969e-05","95.9368049155146","2.4792780337941625","1.5923502304147463","291.14592933947773","37.9072","0.0395517473985413","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","HRB","SYD","CZ","MU","PVG",NULL,NULL,"0.3168","0.0001369555412112","96.34","2.08","1.5799999999999998","377.8099747474747","119.6902","0.0412366473973888","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","LJG","SYD","MU","MU","PVG",NULL,NULL,"0.1368","5.91398927957499e-05","95.9431505847953","2.473618421052631","1.5916666666666666","329.0716374269006","45.017","0.0382769814619762","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","LHW","SYD","MU","MU","KHN","MU","PVG","0.1338","5.784296532215889e-05","95.93871449925264","2.47796711509716","1.5917488789237668","348.4693572496263","46.6252","0.0377556790271985","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","LHW","SYD","9C","MU","PVG",NULL,NULL,"0.173","7.478948431041471e-05","95.9424971098266","2.473757225433526","1.592184971098266","348.8063583815029","60.3435","0.0377921921561214","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","MFM","SYD","FM","MU","PVG",NULL,NULL,"0.2908","0.0001257155031067","100","0","0","392.0890646492434","114.0195","0.0531021902177137","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","MFM","SYD","NX","MU","PVG",NULL,NULL,"0.3056","0.0001321136786431","100","0","0","392.06544502617805","119.8152","0.0530989913176935","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","NNG","SYD","MU","MU","PVG",NULL,NULL,"0.6068","0.0002623251969916","95.9416018457482","2.474886288727752","1.5919479235332896","302.7794990112063","183.7266","0.0391140244558713","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","NNG","SYD","FM","MU","PVG",NULL,NULL,"0.4193","0.0001812672298922","95.93907941807774","2.477088003815884","1.5922680658239925","302.78774147388503","126.9589","0.0391150892435728","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","YBP","SYD","9C","MU","PVG",NULL,NULL,"0.0308","1.3315122062201e-05","95.93555194805194","2.479383116883117","1.593506493506493","327.1688311688312","10.0768","0.0384588130875533","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","YIH","SYD","MU","MU","PVG",NULL,NULL,"0.052","2.248007620891078e-05","95.93867307692308","2.4766538461538463","1.5931153846153845","319.8846153846154","16.634","0.0385581152570633","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","SZX","SYD","9C","9C","NNY","MU","PVG","4.2089","0.0018195460145323","95.94089809688992","2.47555085651833","1.5919865047874744","292.53774145263606","1231.2621","0.0394904463502173","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","ZHA","SYD","CZ","CZ","CAN","MU","PVG","1.2928","0.0005588892792861","95.94133199257426","2.475126856435644","1.5919771039603965","294.8297493811881","381.1559","0.0394060469443515","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","YNT","SYD","MU","MU","CGO","MU","PVG","0.1031","4.457107417574426e-05","95.93917555771095","2.4766731328806983","1.5925897187196898","326.8128031037828","33.6944","0.0383589082732008","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","CIH","SYD","HO","MU","PVG",NULL,NULL,"0.39","0.0001686005715668","96.18","2.3","1.52","365.5007692307692","142.5453","0.0419489560311168","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","CIF","SYD","HO","MU","PVG",NULL,NULL,"0.4128","0.0001784572203661","96.18","2.3","1.52","375.062257751938","154.8257","0.0413874767277237","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","DYG","SYD","HO","MU","PVG",NULL,NULL,"0.2864","0.0001238133428121","96.18","2.3","1.5200000000000002","350.94064245810057","100.5094","0.0428501482908238","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","TGO","SYD","9C","MU","PVG",NULL,NULL,"0.1905","8.235489457302891e-05","96.18","2.3","1.52","375.1464566929134","71.4654","0.0413820699893431","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","GYS","SYD","9C","MU","PVG",NULL,NULL,"0.187","8.084181252050607e-05","96.18","2.3","1.52","366.531550802139","68.5414","0.0418816009422918","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","SYX","SYD","MU","MU","WUH","MU","PVG","0.0379","1.638451708303305e-05","95.93854881266488","2.47664907651715","1.593245382585752","289.16886543535617","10.9595","0.0397085529392172","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","JJN","SYD","HO","MU","PVG",NULL,NULL,"0.2564","0.0001108440680762","96.18","2.3","1.5199999999999998","327.3166926677067","83.924","0.0444849437568527","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","LZO","SYD","HO","MU","PVG",NULL,NULL,"0.2881","0.0001245482683805","96.18","2.3","1.52","358.7695244706699","103.3615","0.0423577895468662","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","LYI","SYD","MU","MU","PVG",NULL,NULL,"0.0526","2.2739461703628983e-05","95.93186311787072","2.4847338403041825","1.5918250950570343","321.3726235741445","16.9042","0.0384170237725547","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","WUZ","SYD","FM","MU","PVG",NULL,NULL,"0.3504","0.0001514811289154","96.18","2.3000000000000003","1.5200000000000002","335.24115296803654","117.4685","0.0439100325008213","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","ZYI","SYD","9C","MU","PVG",NULL,NULL,"0.0325","1.4050047630569235e-05","95.93406153846152","2.481876923076923","1.5924923076923077","318.5876923076923","10.3541","0.0385889305096316","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","TVS","SYD","FM","MU","PVG",NULL,NULL,"0.3172","0.0001371284648743","96.18","2.3000000000000003","1.52","369.03688524590166","117.0585","0.041738057620869","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","JMJ","SYD","8L","8L","KMG","MU","PVG","0.038","1.6427747998819416e-05","95.94323684210526","2.4722105263157896","1.593","319.60526315789474","12.145","0.0386143306872628","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","PKX","SYD","CZ","CZ","CSX","MU","PVG","0.0372","1.608190067252848e-05","99.14137096774192","0","0.8586290322580646","337.8387096774194","12.5676","0.0380226844933361","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","PKX","SYD","MU","MU","XIY","MU","PVG","1.1169","0.0004828460984179","99.1412480974125","0","0.8587519025875191","338.0744023636852","377.5953","0.0380492109640766","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","PKX","SYD","MU","MU","WNZ","MU","PVG","0.1337","5.779973440637253e-05","99.14104712041885","0","0.8589528795811519","338.1757666417352","45.2141","0.0380606191948471","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MU","TFU","SYD","9C","MU","PVG",NULL,NULL,"0.2783","0.0001203116386334","96.18","2.3","1.5200000000000002","363.4426877470356","101.1461","0.0420623608514874","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"EK","DAC","SYD","EK","EK","DXB",NULL,NULL,"9.6831","0.0041860928065096","100","0","0","444.3806219082732","4302.982","0.0490105282009418","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"EY","KTM","SYD","EY","EY","AUH","QF","MEL","4.0608","0.0017555210282527","100","0","0","402.30393026004725","1633.6758","0.0413531963473903","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"GA","SZX","SYD","CZ","GA","CGK",NULL,NULL,"0.2664","0.0001151671596548","95.94225975975976","2.4744857357357355","1.591689189189189","292.4343093093093","77.9045","0.0394764837705972","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","XIY","SYD","HO","HO","SHA","MF","XMN","0.0574","2.481454566137459e-05","95.94517421602788","2.472317073170732","1.5909407665505229","334.301393728223","19.1889","0.038128717853646","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","XIY","SYD","HU","HU","HAK","MF","XMN","0.0234","1.0116034294009851e-05","95.9078205128205","2.505470085470085","1.595128205128205","334.14957264957263","7.8191","0.0381114019130585","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","XIY","SYD","MF","MF","XMN","QF","MEL","4.5357","0.0019608246473222","95.94074938818704","2.4756694666754857","1.5920166677690324","334.41810525387484","1516.8202","0.0381420293770657","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","XIY","SYD","MF","MF","XMN","VA","MEL","0.2688","0.0001162047016337","95.94050967261906","2.4760714285714287","1.5918526785714286","334.3671875","89.8779","0.0381362219568526","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","XIY","SYD","SC","SC","TNA","MF","XMN","0.0574","2.481454566137459e-05","95.94517421602788","2.472317073170732","1.5909407665505229","334.45644599303137","19.1978","0.0381464023269039","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","BAV","SYD","CZ","CZ","CGO","MF","XMN","0.3588","0.0001551125258414","95.94053232998886","2.4757469342251954","1.5921571906354517","350.25","125.6697","0.0377445819156941","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MH","NGO","SYD","SQ","SQ","SIN","MH","KUL","5.7903","0.002503199716778","97.05196621936688","2.948033780633128","0","379.2752707113621","2196.1176","0.04886392832889","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MH","NGO","SYD","TG","TG","BKK","MH","KUL","1.5216","0.0006578016146053","97.04915878023132","2.9508412197686646","0","379.2644584647739","577.0888","0.0488625353331343","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MH","KTM","SYD","MH","MH","KUL","QF","BNE","0.612","0.0002645732046125","100","0","0","455.1707516339869","278.5645","0.046787426242002","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MH","KTM","SYD","MH","MH","KUL","JQ","MEL","2.0388","0.0008813919110524","100","0","0","455.1896703943496","928.0407","0.0467893709190312","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MH","RGN","SYD","8M","MH","KUL","QF","MEL","1.0453","0.0004518927627148","100","0","0","392.4676169520712","410.2464","0.048434572038488","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MH","RGN","SYD","MH","MH","KUL",NULL,NULL,"3.7096","0.001603694052011","100","0","0","392.4566260513263","1455.8571","0.0484332156474104","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MH","RGN","SYD","MH","MH","KUL","QF","MEL","1.5094","0.0006525274428794","100","0","0","392.453623956539","592.3695","0.0484328451577955","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MH","RGN","SYD","MH","MH","KUL","ZL","MEL","0.1634","7.063931639492348e-05","100","0","0","392.4192166462669","64.1213","0.0484285989390605","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MH","RGN","SYD","MH","MH","KUL","VA","MEL","0.818","0.0003536288911324","100","0","0","392.4259168704156","321.0044","0.0484294258161712","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"SQ","PEK","SYD","JL","SQ","NRT","SQ","SIN","0.6149","0.0002658269011703","95.94228817693934","2.474366563668889","1.5917807773621728","403.88485932671983","248.3488","0.0452184532784804","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"SQ","TSN","SYD","SQ","SQ","SIN",NULL,NULL,"6.911","0.0029876885899958","100","0","0","398.62109680219936","2754.8704","0.0452570190592729","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"SQ","SIN","SYD","SQ","QF","BNE",NULL,NULL,"2.6527","0.0011467865030649","100","0","0","301.0141742375693","798.5003","0.0478734414326251","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"SQ","DPS","SYD","SQ","SQ","SIN",NULL,NULL,"1.9821","0.0008568799818015","100","0","0","247.41910095353413","490.4094","0.0535489729043135","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"SQ","DAC","SYD","TG","SQ","BKK","SQ","SIN","1.4275","0.0006171213228503","100","0","0","409.7071103327496","584.8569","0.0451864030408472","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"QF","PVG","SYD","MU","QF","SIN",NULL,NULL,"0.9373","0.0002419550947426","96.22","3.31","0.47","356.0757494932252","333.7498","0.0454322817703515","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"MF","CSX","SYD","MF","MF","XMN","QF","MEL","1.6768","0.0007248959959057","95.94076455152673","2.4756351383587787","1.5920360209923663","309.4069656488549","518.8136","0.0388868475858816","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","CSX","SYD","MF","MF","XMN","VA","MEL","0.1447","6.255513514287289e-05","95.94194885970975","2.4743538355217694","1.592135452660677","309.4381478921907","44.7757","0.0388907666286913","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","NGB","SYD","CZ","CZ","CAN","MF","XMN","0.5396","0.0002332740215832","95.94097108969608","2.475441067457376","1.5920237212750186","302.1653076352854","163.0484","0.0391486273574953","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","NGB","SYD","CZ","CZ","CAN","MF","XMN","0.0898","3.882136237615746e-05","95.93917594654788","2.477650334075724","1.5916035634743877","301.9309576837416","27.1134","0.0391182649078944","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","NGB","SYD","MF","MF","XMN","QF","MEL","1.8896","0.0008168913846991","95.94115738780695","2.4753095893310757","1.5919686706181202","302.1362193056732","570.9166","0.0391448586648372","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","NGB","SYD","MF","MF","XMN","VA","MEL","0.215","9.29464689406888e-05","95.93933023255812","2.476679069767442","1.5924279069767442","302.1474418604651","64.9617","0.0391463126623825","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","NKG","SYD","MF","MF","XMN","QF","MEL","6.0257","0.0026049652925391","95.94079609008082","2.4756285576779464","1.59201088670196","311.4385050699504","1876.635","0.0388280326108311","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","NKG","SYD","MF","MF","XMN","VA","MEL","0.5872","0.0002538519374975","95.94114100817438","2.475403610354223","1.5918903269754765","311.408378746594","182.859","0.038824276665928","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","DLC","SYD","CZ","CZ","CAN","MF","XMN","0.0591","2.5549471229742827e-05","95.94021996615906","2.475228426395939","1.592994923857868","330.5346869712352","19.5346","0.038296612307736","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","DLC","SYD","MF","MF","XMN","QF","MEL","0.7629","0.0003298086565341","95.94153493249443","2.4749233189146675","1.591977978765238","330.2567833267794","251.9529","0.0382644136655052","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","DLC","SYD","MF","MF","XMN","VA","MEL","0.0289","1.2493734662260028e-05","95.92487889273356","2.488269896193772","1.595294117647059","330.74394463667824","9.5585","0.0383208574475103","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TSN","SYD","MF","MF","XMN","QF","MEL","0.8929","0.0003860088470564","100","0","0","335.70970993392314","299.7552","0.0381144421676247","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TSN","SYD","MF","MF","CKG","MF","XMN","0.0822","3.5535812776393577e-05","100","0","0","335.87226277372264","27.6087","0.0381328974300981","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TSN","SYD","MF","MF","XMN","VA","MEL","0.0537","2.321500177727901e-05","100","0","0","336.0391061452514","18.0453","0.0381518398134937","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HAK","SYD","AQ","AQ","KWE","MF","XMN","0.0265","1.1456192683387224e-05","95.9410566037736","2.473433962264151","1.5939622641509437","291.8037735849057","7.7328","0.0396411145742452","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HAK","SYD","MF","MF","XMN","QF","MEL","1.53","0.0006614330115314","95.94130653594772","2.475149019607843","1.5919803921568627","291.11823529411765","445.4109","0.0395479852031054","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HAK","SYD","MF","MF","XMN","VA","MEL","0.2274","9.83071024981983e-05","95.94055408970978","2.475954265611258","1.5919261213720317","291.1218117854001","66.2011","0.0395484710641996","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HRB","SYD","CZ","CZ","WUH","MF","XMN","0.1166","5.040724780690378e-05","95.94418524871357","2.4723499142367067","1.5919039451114922","346.79674099485425","40.4365","0.0378516605775875","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HRB","SYD","CZ","CZ","CGO","MF","XMN","0.6727","0.0002908143704948","95.94079232941876","2.475561171398841","1.5920826519994054","346.66404043407164","233.2009","0.0378371767719706","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HRB","SYD","CZ","CZ","PKX","MF","XMN","0.0628","2.7149015113838404e-05","95.94692675159236","2.4699840764331213","1.5915286624203824","346.8869426751593","21.7845","0.0378615057779106","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HRB","SYD","MU","MU","NKG","MF","XMN","0.5293","0.0002288212372572","95.94215000944644","2.4744662762138674","1.5918193840921977","346.63423389382206","183.4735","0.0378339234915583","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HRB","SYD","MF","MF","XMN","QF","MEL","2.1253","0.0009187866532076","95.9405745071284","2.475818472686209","1.592042535171505","346.6621653413636","736.7611","0.0378369721121099","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HRB","SYD","MF","MF","HGH","MF","XMN","1.6453","0.000711278257433","95.94111104357869","2.475360724487935","1.5919637756032334","346.66079134504344","570.361","0.0378368221451805","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HRB","SYD","MF","MF","XMN","VA","MEL","0.3307","0.0001429646385055","95.9412004838222","2.475158754157847","1.592077411551255","346.7435742364681","114.6681","0.037845857610447","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HRB","SYD","ZH","MF","XMN",NULL,NULL,"0.3132","0.0001353992282429","95.94239782886336","2.4742752234993617","1.5917624521072795","346.6433588761176","108.5687","0.0378349194517038","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TNA","SYD","MU","MU","SHA","MF","XMN","0.7568","0.0003271715706712","95.94190539112051","2.474690803382664","1.5918393234672306","329.0236522198732","249.0051","0.0382929047283536","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TNA","SYD","MF","MF","XMN","QF","MEL","0.1467","6.341975345860022e-05","95.94518064076348","2.4715201090661214","1.5917382413087933","329.093387866394","48.278","0.0383010208028377","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TNA","SYD","MF","MF","XMN","VA","MEL","0.1447","6.255513514287289e-05","95.94194885970975","2.4743538355217694","1.592135452660677","329.0905321354527","47.6194","0.0383006884430448","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TNA","SYD","RY","RY","KHN","MF","XMN","0.1786","7.721041559445126e-05","95.93719484882418","2.479053751399776","1.5921836506159015","328.9608062709966","58.7524","0.0382855905005872","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TNA","SYD","SC","SC","HGH","MF","XMN","0.1721","7.440040606833741e-05","95.94281812899476","2.473753631609529","1.5918651946542708","329.01510749564204","56.6235","0.0382919102639475","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LJG","SYD","MF","MF","XMN",NULL,NULL,"0.8879","0.0003838473012671","95.9410958441266","2.4753632165784434","1.5919765739385066","329.1836918571911","292.2822","0.0382900154183041","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LJG","SYD","MF","MF","XMN","QF","MEL","0.021","9.078492315137049e-06","95.92628571428573","2.488714285714285","1.5934285714285714","328.57619047619045","6.9001","0.0382193520233044","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","KWE","SYD","MF","MF","XMN","QF","MEL","0.6288","0.0002718359984646","95.94164917302798","2.4749538804071247","1.5918320610687022","316.04882315521627","198.7315","0.0386810386778956","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","KWE","SYD","MF","MF","XMN","VA","MEL","0.0206","8.905568651991579e-06","95.97179611650483","2.448106796116505","1.5885436893203886","317.1893203883495","6.5341","0.0388206234962995","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","KWL","SYD","MU","MU","HFE","MF","XMN","0.0576","2.4901007492947327e-05","95.95133680555556","2.4664756944444446","1.590625","306.38715277777777","17.6479","0.0389803746410884","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","KWL","SYD","MF","MF","XMN","QF","MEL","0.1886","8.153350717308794e-05","95.9400318133616","2.4762407211028634","1.5921633085896076","306.5031813361612","57.8065","0.0389951364763476","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LHW","SYD","MU","MU","NKG","MF","XMN","0.0819","3.540612002903448e-05","95.93813186813186","2.4777045177045176","1.5926007326007323","348.86935286935284","28.5724","0.0377990174324742","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LHW","SYD","MU","MU","SHA","MF","XMN","0.2021","8.736968080424747e-05","95.94286491835724","2.4737753587333","1.591796140524493","348.7921820880752","70.4909","0.0377906561944268","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LHW","SYD","FM","FM","SHA","MF","XMN","0.0591","2.5549471229742827e-05","95.94021996615906","2.475228426395939","1.592994923857868","349.13536379018615","20.6339","0.0378278389708269","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LHW","SYD","MF","MF","XMN","QF","MEL","0.9851","0.0004258677514115","95.9415379149325","2.4749822353060607","1.5919155415693842","348.75789259973607","343.5614","0.0377869410243873","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","NNG","SYD","CZ","CZ","CKG","MF","XMN","0.0929","4.016152076553483e-05","95.94761033369214","2.469440258342303","1.5913885898815932","302.8826695371367","28.1378","0.0391273523545155","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","PVG","SYD","HO","MF","XMN",NULL,NULL,"1.2999","0.0005619586743069","95.14712516347412","3.640118470651589","1.21367028232941","305.735056542811","397.425","0.0390092311978455","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","SHA","SYD","MU","MF","XMN",NULL,NULL,"0.1523","6.584068474263676e-05","100","0","0","306.3434011818779","46.6561","0.0389668298394807","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","SHA","SYD","MF","MF","XMN","QF","MEL","5.1503","0.0022265218557452","100","0","0","306.4849037920121","1578.4892","0.0389848289480291","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","SHA","SYD","MF","MF","XMN","VA","MEL","0.6615","0.0002859725079268","100","0","0","306.51851851851853","202.762","0.0389891047356675","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TAO","SYD","MU","MU","SHA","MF","XMN","0.0587","2.537654756659736e-05","95.92809199318567","2.4867120954003408","1.5936286201022147","323.02725724020445","18.9617","0.0384299887535836","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TAO","SYD","MF","MF","XMN","QF","MEL","0.133","5.7497117995867954e-05","95.93872932330828","2.477315789473684","1.592390977443609","323.2308270676692","42.9897","0.0384542071005024","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TAO","SYD","MF","MF","XMN","VA","MEL","0.1117","4.828893293337181e-05","95.93628469113698","2.4797045658012533","1.592444046553268","323.06445837063563","36.0863","0.0384344145071138","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","PN","PN","CGO","MF","XMN","0.081","3.5017041786957175e-05","95.93876543209876","2.477740740740741","1.5919259259259262","396.2506172839506","32.0963","0.0368039936669782","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","CZ","CZ","KWE","MF","XMN","0.2567","0.0001109737608236","95.94156213478767","2.47471367354889","1.5921620568757306","396.5255161667316","101.7881","0.0368295264391674","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","CZ","CZ","CKG","MF","XMN","0.0902","3.899428603930293e-05","95.9470731707317","2.470166297117516","1.5911973392461198","396.5853658536585","35.772","0.0368350853137849","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","CZ","CZ","HFE","MF","XMN","0.2459","0.0001063048219186","95.94050833672225","2.4760105734038227","1.5919154127694186","396.47580317202113","97.4934","0.0368249090665685","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","CZ","CZ","WUH","MF","XMN","0.1346","5.818881264844982e-05","95.9370059435364","2.4791976225854384","1.59222882615156","396.222882615156","53.3316","0.0368014176543989","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","CZ","CZ","TYN","MF","XMN","0.0642","2.7754247934847538e-05","95.93758566978194","2.479345794392524","1.5914953271028038","396.2133956386293","25.4369","0.0368005364983608","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","CZ","CZ","CSX","MF","XMN","0.2874","0.00012424565197","95.9410925539318","2.475525400139179","1.591816283924843","396.482254697286","113.949","0.036825508288083","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","CZ","CZ","NKG","MF","XMN","0.0179","7.738333925759673e-06","95.9727374301676","2.44854748603352","1.587150837988827","397.4469273743017","7.1143","0.0369151076616789","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","CZ","CZ","HGH","MF","XMN","0.0463","2.0015914009087868e-05","95.92399568034556","2.4912526997840176","1.5931749460043196","396.3455723542117","18.3508","0.0368128131505376","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","CZ","CZ","PKX","MF","XMN","0.8698","0.0003760225055098","95.94003564037708","2.4763025982984592","1.592097033800874","396.4638997470682","344.8443","0.0368238034693594","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","CZ","MF","XMN",NULL,NULL,"1.3769","0.0005952464794624","95.9405432493282","2.4758333938557637","1.5920589730554144","396.4836952574624","545.9184","0.0368256420881714","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","MU","MU","NKG","MF","XMN","0.0825","3.566550552375268e-05","95.9310303030303","2.483806060606061","1.5936","396.3030303030303","32.695","0.0368088618194507","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","URC","SYD","MF","MF","CKG","MF","XMN","0.258","0.0001115357627288","95.93857751937983","2.477670542635659","1.5921860465116278","396.431007751938","102.2792","0.0368207484412342","2022","Mar","DiscountEco","2022-03-01 00:00:00"
